id,device_id,record_oid,count_start_date,count_end_date,average_daily_car_traffic,average_daily_bike_traffic,counter_number,counter_type,speed_limit,max_speed,median_speed,percent_over_limit,speed85_percent,speed95_percent,longitude,latitude,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone
643622454,120,469728564,2019-07-09,2019-07-18,,,3,StatTrak,25,,,,,,-79.9251926,40.44395674,Squirrel Hill North,8,14,42003140300,3,14,4,2-18
655507460,216,,,,,,,,,,,,,,-79.9452344,40.45993546,Bloomfield,7,8,42003080900,2,8,5,3-6
658228067,168,2069832401,2019-08-01,2019-08-09,4921,,2,StatTrak,25,,29,81,33,36,-80.01381925,40.43073623,Mount Washington,2,19,42003190300,5,19,3,4-1
706207575,97,1467628094,2019-05-16,2019-05-28,,,5,StatTrak,25,,,,,,-80.01562722,40.39425912,Brookline,4,19,42003191700,5,19,6,4-26
706404914,98,2058412732,2019-10-12,2019-10-21,1625,,2,StatTrak,25,,23,23,27,31,-79.99949288,40.393387,Brookline,4,32,42003320600,5,32,6,4-25
72320601,101,1352281779,2019-06-01,2019-06-11,2238,,,StatTrak,,,29,,34,37,-80.01752014,40.43229119,Mount Washington,2,19,42003190300,5,19,3,4-1
731272720,110,901449477,2019-06-14,2019-06-24,3876,,,StatTrak,25,,27,68,31,34,-80.05544829,40.45370317,Sheraden,2,20,42003202200,5,20,6,1-16
735958826,197,2014643189,2019-10-21,2019-10-29,777,,2,StatTrak,25,,26,58,31,34,-79.98978792,40.38262219,Overbrook,4,32,42003320400,5,32,3,4-23
736311994,121,1704999560,2019-07-09,2019-07-26,929,,5?,StatTrak,25,,22,25,27,31,-79.89519209,40.44343621,Point Breeze,9,14,42003140600,3,14,4,3-14
742086325,86,1760887247,2019-04-18,2019-04-26,5663,,1,StatTrak,25,,24,36,28,31,-79.96410968,40.45818056,Polish Hill,7,6,42003060500,6,6,2,2-6
743292552,64,500747930,2019-02-05,2019-02-14,,,,StatTrak,,,,,,,-79.9827432,40.43616593,Bluff,6,1,42003010300,3,1,2,2-1
743497140,93,943727004,2019-05-16,2019-05-28,,,2,StatTrak,,,,,,,-79.99008016,40.38958486,Carrick,4,29,42003290400,3,29,3,4-23
772514898,186,999716292,2019-08-30,2019-09-09,4254,,4,StatTrak,25,,30,83,35,38,-79.93040579,40.4717683,East Liberty,9,11,42003111300,2,11,5,3-8
802597781,158,,,,,,,,,,,,,,-79.928802,40.46659201,East Liberty,9,11,42003111500,2,11,5,3-8
833145460,58,486368234,2019-05-01,2019-05-08,6747,,,StatTrak,25,,27,64,32,36,-79.91261299,40.45995942,Larimer,9,12,42003120800,2,12,5,3-10
836677742,91,1836746369,2018-12-04,2018-12-07,927,,,StatTrak,25,,19.3,0,19.5,19.8,-79.9581303,40.45578027,Upper Hill,6,5,42003050600,3,5,2,2-22
845176518,191,1670061854,2019-10-14,2019-10-21,1107,,11,StatTrak,25,,23,33,23,32,-79.89650287,40.44068644,Point Breeze,9,14,42003140600,3,14,4,3-14
845300324,63,1060785814,2019-02-05,2019-02-14,2547,,2,StatTrak,25,,20,12,25,28,-79.98436862,40.4361006,Bluff,6,1,42003010300,3,1,2,2-4
856876185,77,675961298,2019-03-22,2019-03-31,23,,3,StatTrak,25,,14,0,17,,-80.01294617,40.45661205,Central Northside,1,22,42003220600,1,22,1,1-21
857278686,27,1738651448,2018-11-20,2018-11-29,2475,,,StatTrak,25,59,24,40,29,32,-79.92530461,40.48692397,Morningside,7,10,42003101400,2,10,5,3-7
881392986,107,757964277,2019-06-13,2019-06-20,1231,,,StatTrak,25,,21,10,25,,-79.92819115,40.48115579,Morningside,7,10,42003101400,2,10,5,3-7
886617272,29,810841420,,,,,,StatTrak,,,,,,,-80.03777271,40.43797182,Elliott,2,20,42003562600,5,20,6,1-17
888525454,201,600630272,2019-11-04,2019-11-13,,,6,StatTrak,25,,21,17,26,29,-79.92717887,40.45150195,Shadyside,8,7,42003070600,2,7,4,3-11
906694669,210,1566003055,2019-06-11,2019-06-11,,892,Tuesday SPC Video count,,,,,,,,-79.96306663,40.42832794,South Side Flats,3,16,42003160900,3,16,3,4-24
919072428,136,2104195251,2019-10-08,2019-10-15,7700,,6,StatTrak,25,,32,81,37,40,-79.91802458,40.46058382,East Liberty,9,12,42003111500,2,12,5,3-10
92152273,193,267047974,2019-12-12,2019-12-24,5262,,1,StatTrak,25,,25,49,30,35,-79.91045413,40.43763509,Squirrel Hill South,5,14,42003980300,3,14,4,2-21
938626817,172,1989358980,2019-08-01,2019-08-09,,,6,StatTrak,,,,,,,-79.99064237,40.3864772,Carrick,4,29,42003290400,3,29,3,4-23
945509221,53,1316151566,2019-01-14,2019-01-22,5850,,12,StatTrak,25,,22,21,27,31,-79.96265897,40.47074741,Central Lawrenceville,7,9,42003090100,2,9,2,3-3
947828592,66,1764794992,2019-02-05,2019-02-14,,,,StatTrak,,,,,,,-79.98160863,40.43614347,Bluff,6,1,42003010300,3,1,2,2-1
956529597,153,2008214585,2018-06-27,,,,,Intersection Study,,,,,,,-79.98406358,40.45235838,Strip District,7,2,42003020300,6,2,2,2-3
963269671,142,,,,,,,,,,,,,,-79.90429,40.41988,Swisshelm Park,5,14,42003141100,3,14,4,2-19
969791742,203,21253671,2019-11-04,2019-11-13,766,,1,StatTrak,25,,20,11,24,28,-79.93247992,40.45062189,Shadyside,8,7,42003070300,2,7,4,3-22
977387533,96,1988657290,2019-05-16,2019-05-28,,,4,StatTrak,25,,,,,,-80.00567637,40.38843812,Brookline,4,32,42003320600,5,32,6,4-25
979579410,54,732845995,2019-01-14,2019-01-22,573,,13,StatTrak,25,,18,4,22,25,-79.96410468,40.47152482,Central Lawrenceville,7,9,42003090100,2,9,2,3-3
980353019,219,685222674,2019-11-22,2019-12-04,2150,,5,StatTrak,25,,28,73,34,49,-79.93528241,40.47356601,Stanton Heights,9,10,42003100500,2,10,5,3-7
983997146,113,1721221853,2019-06-28,2019-07-05,15000,,13,StatTrak,35,,29,,35,39,-79.94134444,40.45609443,Bloomfield,7,8,42003080400,2,8,5,3-1
990099842,88,,,,,,,,,,,,,,-79.99912584,40.43778315,Central Business District,6,1,42003020100,6,1,2,1-4
992607449,157,,,,,,,,,,,,,,-79.9315695,40.45833,East Liberty,7,8,42003111500,2,8,5,3-11
995190042,205,112841430,2019-11-14,2019-11-22,1316,,5,StatTrak,25,,25,50,30,32,-79.92986334,40.43559683,Squirrel Hill South,5,14,42003141300,3,14,4,2-21
1390951989,223,34971343,2019-12-30,2020-01-14,450,,3,StatTrak,25,,20,11,24,28,-80.02596555,40.45295851,Manchester,6,21,42003210700,1,21,1,1-8
1787114552,226,898910124,2019-12-30,2020-01-14,877,,1,StatTrak,25,,23,29,28,32,-80.00902355,40.45646362,Central Northside,1,22,42003220600,1,22,1,1-21
2137013195,221,2090543825,2019-12-30,2020-01-14,477,,2,StatTrak,25,,20,11,24,28,-80.01681888,40.45270551,Allegheny West,1,22,42003562700,1,22,1,1-7
45033818,224,632421281,2019-12-30,2020-01-14,384,,6,StatTrak,25,,21,17,26,32,-80.02443778,40.45322719,Manchester,6,21,42003210700,1,21,1,1-8
619209258,225,1008926761,2019-12-30,2020-01-14,1043,,5,StatTrak,25,,24,34,28,32,-80.02830301,40.47246526,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14
631180472,222,289077370,2019-12-30,2020-01-14,1105,,4,StatTrak,25,,21,21,27,33,-80.02041849,40.45511379,Manchester,6,21,42003210700,1,21,1,1-8
276865270,227,2030304291,2020-01-23,2020-01-31,334,,6,StatTrak,25,,21,20,27,31,-79.9664035,40.46525641,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3
1533656734,228,228469783,2020-01-23,2020-01-31,3138,,1,StatTrak,25,,28,65,33,37,-79.96724479,40.46516856,Lower Lawrenceville,7,6,42003060300,2,6,2,3-3
2099401196,229,1991979153,2020-01-23,2020-01-31,5921,,3,StatTrak,25,,25,44,30,37,-79.97151973,40.46098888,Strip District,7,6,42003020300,6,6,2,3-2
1084152705,230,1951529248,2020-01-23,2020-01-31,1036,,4,StatTrak,25,,20,14,25,29,-79.92426331,40.43582877,Squirrel Hill South,5,14,42003141300,3,14,4,2-21
422288517,231,1246031363,2020-01-23,2020-01-31,463,,2,StatTrak,25,,27,62,32,36,-79.91769609,40.4248555,Squirrel Hill South,5,14,42003141400,3,14,4,2-21
2109407346,232,2062678770,2020-01-17,2020-01-24,1328,,5,StatTrak,25,,28,73,32,35,-80.01226277,40.4851894,Perry North,1,26,42003260700,1,26,1,1-15
373163087,233,411197110,2020-02-05,2020-02-13,223,,4,StatTrak,25,,20,14,25,32,-79.92337727,40.42157076,Squirrel Hill South,5,14,42003141400,3,14,4,2-15
1908186545,234,895575392,2020-02-05,2020-02-13,1446,,Check Radar,StatTrak,25,,28,72,32,35,-80.02501879,40.41892104,Beechview,4,19,42003191600,5,19,6,4-28
1153517202,235,,,,,,,,,,,,,,-79.97892764,40.4227748,South Side Slopes,3,17,42003170600,3,17,3,4-3
1073085531,236,76537931,2020-02-05,2020-02-13,1231,,5,StatTrak,20,,24,80,29,32,-79.97155373,40.42283983,South Side Slopes,3,16,42003160800,3,16,3,4-22
1471518402,237,427738533,2020-02-05,2020-02-13,2224,,3,StatTrak,25,,28,73,32,35,-79.9773935,40.41781495,Arlington,3,16,42003160800,3,16,3,4-22
1425434092,238,821450226,2020-02-05,2020-02-13,2347,,1,StatTrak,25,,25,50,30,34,-79.97419563,40.41728605,Arlington,3,16,42003561600,3,16,3,4-22
695774116,239,1866996667,2020-02-05,2020-02-13,868,,2,StatTrak,25,,21,13,25,29,-79.99004485,40.38951511,Carrick,4,29,42003290400,3,29,3,4-23
757372218,240,86803959,2020-02-14,2020-02-22,5357,,5,StatTrak,25,,29,78,35,39,-79.89986633,40.45821247,Homewood North,9,13,42003130300,2,13,5,3-17
1674924052,241,661669417,2020-02-14,2020-02-22,6446,,6,StatTrak,25,,31,87,36,40,-79.90015639,40.45728166,Homewood South,9,13,42003130300,2,13,5,3-17
1968083477,242,1451739989,2020-02-14,2020-02-22,3819,,1,StatTrak,25,,24,37,29,32,-79.90118099,40.45542852,Homewood South,9,13,42003130300,2,13,5,3-17
1206641937,243,1116951503,2020-02-14,2020-02-22,2253,,3,StatTrak,25,,29,75,34,38,-79.90102988,40.45638085,Homewood South,9,13,42003130300,2,13,5,3-17
1624270451,244,1558284736,2020-02-14,2020-02-22,2651,,4,StatTrak,25,,30,81,36,39,-79.89907723,40.45228261,Point Breeze North,9,14,42003140500,2,14,4,3-14
1788338498,245,1524542857,2020-02-14,2020-02-22,7277,,2,StatTrak,25,,32,95,37,41,-79.89358943,40.44935164,Point Breeze North,9,14,42003140500,2,14,4,3-14
412595515,246,168158378,2020-03-03,2020-03-11,,,1,StatTrak,25,,,,,,-79.91486777,40.45162043,Point Breeze,8,14,42003140400,3,14,4,2-17
188614060,247,1949557608,2020-03-03,2020-03-11,,,2,StatTrak,25,,,,,,-79.91212119,40.4493181,Point Breeze,8,14,42003140400,3,14,4,2-17
149692142,248,485207398,2020-03-03,2020-03-11,,,4,StatTrak,25,,,,,,-79.90885425,40.44824039,Point Breeze,8,14,42003140600,3,14,4,3-14
1831921949,249,503027751,2020-03-03,2020-03-11,,,6,StatTrak,25,,,,,,-79.90204144,40.44799545,Point Breeze,9,14,42003140600,3,14,4,3-14
1071105336,250,1587325508,2020-03-04,2020-03-12,,,5,StatTrak,,,,,,,-79.97607339,40.41703426,Arlington,3,16,42003561600,3,16,3,4-22
211740980,251,1468820472,2020-03-04,2020-03-12,,,3,StatTrak,,,,,,,-79.97599721,40.417567,South Side Slopes,3,16,42003160800,3,16,3,4-22
1569746323,252,2083972553,2020-03-19,2020-03-27,,,6,StatTrak,,,,,,,-79.94855466,40.46222049,Bloomfield,7,8,42003080900,2,8,5,3-6
181242809,253,1002358491,2020-03-19,2020-03-27,,,2,StatTrak,,,,,,,-79.94829475,40.46510432,Bloomfield,7,9,42003080900,2,9,5,3-6
1191932721,254,876365385,2020-03-19,2020-03-27,,,5,,,,,,,,-79.97917022,40.42216775,South Side Slopes,3,17,42003170600,3,17,3,4-3
1613398642,255,97073868,2020-03-19,2020-03-27,,,3,StatTrak,,,,,,,-80.00249215,40.42253654,Mount Washington,3,18,42003180700,5,18,3,4-5
1120210172,256,1974939792,2020-03-19,2020-03-27,,,1,StatTrak,,,,,,,-80.02134971,40.45876079,California-Kirkbride,6,21,42003250700,1,21,1,1-9
1498975372,257,1295352317,2020-03-19,2020-03-27,,,4,StatTrak,,,,,,,-80.01060446,40.47058702,Perry South,6,26,42003261400,1,26,1,1-23
1789153149,258,1003248000,2020-08-21,2020-08-31,3702,,#2,StatTrak,25,,33,97,38,41,-79.9193171,40.4210525,Squirrel Hill South,5,14,42003141400,3,14,4,2-15
1476877637,259,264167988,2020-08-21,2020-08-28,175,,#1,StatTrak,,,23,,29,32,-79.91485617,40.43550166,Squirrel Hill South,5,14,42003140800,3,14,4,2-21
793543075,260,1597773420,2020-09-02,2020-09-10,346,,#1,StatTrak,,,21,,26,29,-79.92116942,40.47357505,Highland Park,7,11,42003110200,2,11,5,3-9
1599865645,261,830991831,2020-09-02,2020-09-10,393,,#2,StatTrak,,,21,,26,29,-79.92007374,40.47537361,Highland Park,7,11,42003110200,2,11,5,3-9
799096979,262,1169829155,2020-09-04,2020-09-11,79,,#5,StatTrak,25,,15,,18,21,-79.94695283,40.46512943,Bloomfield,7,8,42003080900,2,8,5,3-6
450517570,263,922974279,2020-08-28,2020-09-08,493,,#4,StatTrak,,,23,,27,29,-80.00827709,40.38761838,Brookline,4,32,42003191800,5,32,6,4-25
111651765,264,2131302388,2020-09-16,2020-09-24,1713,,#1,StatTrak,,,25,,31,34,-79.94659232,40.46458393,Bloomfield,7,8,42003080900,2,8,5,3-6
950865722,265,1160607646,2020-09-16,2020-09-24,77,,#2,StatTrak,,,16,,21,25,-79.94889466,40.46544568,Bloomfield,7,9,42003090300,2,9,5,3-6
1322907977,266,2037369760,2020-09-29,2020-10-07,450,,#4,StatTrak,25,66,32,84,38,43,-79.96181268,40.45666994,Polish Hill,7,6,42003060500,3,6,2,2-24
1148857711,267,866628456,2020-09-29,2020-10-07,403,,#5,StatTrak,25,53,27,58,33,36,-79.95823663,40.45833334,Upper Hill,6,5,42003060500,3,5,2,2-24
1747903211,268,1990052827,2020-09-29,2020-10-08,434,,#3,StatTrak,,,21,,26,29,-79.98463267,40.39480996,Carrick,4,29,42003290200,3,29,3,4-12
1271744444,269,903509181,2020-09-24,2020-10-02,58,,#6,StatTrak,,,17,,22,27,-79.92284404,40.46883801,East Liberty,9,11,42003111300,2,11,5,3-8
129759562,270,1173026235,2020-07-15,2020-07-23,630,,,StatTrak,,,20,,23,25,-79.91890991,40.47721007,Highland Park,7,11,42003110200,2,11,5,3-9
428626891,271,599138140,2020-07-15,2020-07-23,765,,,StatTrak,,,21,,25,30,-79.91879726,40.4771611,Highland Park,7,11,42003110200,2,11,5,3-9
49936170,272,217811209,2020-07-06,2020-07-15,447,,,StatTrak,,,24,,29,33,-79.98265596,40.38844253,Carrick,4,29,42003290400,3,29,3,4-15
356579717,273,371928739,2020-07-15,2020-07-23,240,,,StatTrak,,,19,,24,27,-79.98024734,40.39179289,Carrick,4,29,42003290400,3,29,3,4-15
1197544687,274,876907650,2020-07-06,2020-07-14,421,,,StatTrak,,,21,,26,30,-79.9217699,40.47252006,Highland Park,7,11,42003110200,2,11,5,3-9
756230800,275,1042493214,2020-07-15,2020-07-23,1577,,,StatTrak,,,23,,29,33,-80.00243993,40.42175003,Beltzhoover,3,18,42003562400,5,18,3,4-5
550216999,276,860508874,2020-07-06,2020-07-15,79,,,StatTrak,,,20,,25,29,-79.92197383,40.47025672,Highland Park,7,11,42003110200,2,11,5,3-9
1485225020,277,932056673,2020-07-06,2020-07-15,410,,,StatTrak,,,22,,27,31,-79.92325325,40.47211761,Highland Park,7,11,42003110200,2,11,5,3-9
518712801,278,1302109006,2020-07-27,2020-08-04,338,,,StatTrak,,,17,,21,25,-79.94591523,40.46490639,Bloomfield,7,8,42003080900,2,8,5,3-6
255361105,279,39803703,2020-07-27,2020-08-04,439,,,StatTrak,,,20,,25,31,-79.93416179,40.46259636,Friendship,9,8,42003080700,2,8,5,3-23
967589290,280,2015844570,2020-07-27,2020-08-04,377,,,StatTrak,,,19,,24,28.2,-79.93953694,40.46372282,Bloomfield,7,8,42003080900,2,8,5,3-23
1488834790,281,1844845892,2020-07-27,2020-08-04,305,,,StatTrak,,,24,,29,32,-79.90525948,40.44609087,Point Breeze,9,14,42003140600,3,14,4,3-14
995942627,282,1710930717,2020-07-27,2020-08-04,4732,,,StatTrak,,,32,,37,40,-79.91870003,40.46439187,East Liberty,9,11,42003111500,2,11,5,3-10
54863761,283,125626905,2020-07-27,2020-08-04,5804,,,StatTrak,,,33,,38,41,-79.91824673,40.46446534,Larimer,9,12,42003120800,2,12,5,3-10
1772898101,284,1809645121,2020-08-06,2020-08-14,3117,,,StatTrak,,,35,,41,45,-80.03547017,40.46880982,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14
768305302,285,1819743631,2020-08-06,2020-08-14,2679,,,StatTrak,,,35,,41,45,-80.03866736,40.4741476,Brighton Heights,1,27,42003270300,1,27,1,1-14
448047523,286,1528757788,2020-08-07,2020-08-14,5259,,,StatTrak,,,37,,43,48,-80.02850145,40.46115005,California-Kirkbride,6,21,42003210700,1,21,1,1-9
1142659093,287,1490013197,2020-08-06,2020-08-06,8112,,,StatTrak,,,30,,35,39,-79.95666167,40.44954575,North Oakland,8,4,42003562000,3,4,4,2-23
1131354794,288,1831132941,2020-08-07,2020-08-14,579,,,StatTrak,,,28,,33,37,-80.00918142,40.40218727,Brookline,4,19,42003191700,5,19,6,4-26
1507531891,289,1274441265,2020-08-07,2020-08-14,8429,,,StatTrak,,,35,,41,45,-80.02766265,40.46441817,Marshall-Shadeland,1,27,42003270400,1,27,1,1-9
1193077063,290,185718524,2020-08-28,2020-09-08,567,,,StatTrak,,,23,,27,30,-80.01293626,40.3897406,Brookline,4,19,42003191800,5,19,6,4-26
1290494208,291,336694800,2020-08-28,2020-09-08,277,,#6,StatTrak,,,26,,31,34,-80.02245273,40.38884988,Brookline,4,19,42003191800,5,19,6,4-26
1210892177,292,1907761525,2020-09-15,2020-09-23,2770,,,StatTrak,,,38,,43,46,-80.01360379,40.48786252,Perry North,1,26,42003260700,1,26,1,1-15
1031619422,293,2039426244,2020-09-15,2020-09-23,177,,,StatTrak,,,21,,28,33,-80.01430335,40.48696945,Perry North,1,26,42003260700,1,26,1,1-15
785478146,294,803211323,2020-09-15,2020-09-23,1226,,,StatTrak,,,29,,34,37,-79.98822297,40.473502,Spring Garden,1,26,42003241200,1,26,1,1-11
1447326289,295,111179609,2020-09-15,2020-09-23,945,,,StatTrak,,,23,,29,32,-80.027661,40.47003801,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14
1238476148,296,1524260833,2020-02-14,2020-02-22,6446,,,StatTrak,,,31,,36,40,-79.89349606,40.45567614,Homewood South,9,13,42003130300,2,13,5,3-17
427254216,297,1574024593,2020-02-14,2020-02-22,5357,,,StatTrak,,,29,,35,39,-79.89286851,40.45656534,Homewood South,9,13,42003130300,2,13,5,3-17
1624280389,298,1681154440,2020-02-14,2020-02-22,3819,,,StatTrak,,,24,,29,32,-79.89475251,40.45396124,Homewood South,9,13,42003130300,2,13,5,3-17
318972132,299,1479047291,2020-02-14,2020-02-22,2253,,,StatTrak,,,29,,34,38,-79.89380242,40.45474616,Homewood South,9,13,42003130300,2,13,5,3-17
1282562954,300,741491457,2020-02-14,2020-02-22,7277,,,StatTrak,,,32,,37,41,-79.89111527,40.45286614,Homewood South,9,13,42003130400,2,13,5,3-17
1102956184,301,1734336793,2020-02-14,2020-02-22,2651,,,StatTrak,,,30,,36,39,-79.89774569,40.45444177,Homewood South,9,13,42003130300,2,13,5,3-17
806927494,302,968047295,2019-11-14,2019-12-02,317,,,StatTrak,,,22,,27,30,-79.91792948,40.47080132,Highland Park,7,11,42003110600,2,11,5,3-9
1215979940,303,310322564,2019-11-22,2019-12-02,4016,,,StatTrak,,,33,,37,40,-79.93759535,40.48126172,Stanton Heights,9,10,42003100500,2,10,5,3-7
699716104,304,1070642071,,,10001,,,StatTrak,,,27,,32,35,-79.9212985,40.44382105,Squirrel Hill North,8,14,42003140300,3,14,4,2-18
72946739,305,2017245451,2020-10-06,,,,6,StatTrak,,,,,,,-79.95927762,40.46754854,Central Lawrenceville,7,9,42003090200,2,9,2,3-3
749666891,306,734320697,2020-09-29,2020-10-08,7119,,2,StatTrak,,,29,,34,37,-79.99445701,40.41411303,Knoxville,3,30,42003300100,5,30,3,4-7
33843989,307,1371902444,2020-09-29,2020-10-08,263,,1,StatTrak,,,23,,28,31,-80.04074993,40.44259004,Elliott,2,20,42003562600,5,20,6,1-17
723046862,308,866451140,2020-10-14,2020-10-22,799,,3,StatTrak,,,20,,28,32,-79.92441255,40.43681766,Squirrel Hill South,5,14,42003141300,3,14,4,2-21
1747387604,309,1970095666,2020-10-08,2020-10-17,1061,,5,StatTrak,25,61,25,48,30,33,-80.02849077,40.47274658,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14
1378444744,310,1663677069,2020-10-06,2020-10-14,900,,6,StatTrak,25,49,22,27,28,32,-79.95850965,40.46683292,Central Lawrenceville,7,9,42003090200,2,9,2,3-3
410602600,311,1431627012,2020-10-27,,,,2,StatTrak,,,,,,,-80.02464896,40.45228501,Manchester,6,21,42003210700,1,21,1,1-8
401135888,312,1645819786,2020-10-27,,,,3,StatTrak,,,,,,,-80.01674181,40.45370554,Central Northside,1,22,42003220600,1,22,1,1-7
763158204,313,1388162811,2020-10-27,,,,5,StatTrak,,,,,,,-79.99323602,40.40280999,Carrick,4,29,42003290100,3,29,3,4-23
1177739956,314,244677539,2020-10-27,,,,4,StatTrak,,,,,,,-80.02234,40.49200899,Perry North,1,26,42003260200,1,26,1,1-15
2034185540,316,190985760,2020-10-17,2020-10-27,6291,,4,StatTrak,25,70,30,81,35,38,-79.9795506,40.42154758,South Side Slopes,3,17,42003170600,3,17,3,4-3
